NAME_1,month,NO2,date
Davao Oriental,2020-04,3.6099897859471E-5,2020-04-01T00:00:00
Dinagat Islands,2020-04,3.9122535246548807E-5,2020-04-01T00:00:00
Eastern Samar,2020-04,4.055926123474987E-5,2020-04-01T00:00:00
Guimaras,2020-04,4.483756082380609E-5,2020-04-01T00:00:00
Ifugao,2020-04,5.114226407214544E-5,2020-04-01T00:00:00
Ilocos Norte,2020-04,5.452807912330518E-5,2020-04-01T00:00:00
Ilocos Sur,2020-04,5.5607047625747616E-5,2020-04-01T00:00:00
Iloilo,2020-04,4.26710124866076E-5,2020-04-01T00:00:00
Isabela,2020-04,5.075352272739411E-5,2020-04-01T00:00:00
Kalinga,2020-04,5.136561867831149E-5,2020-04-01T00:00:00
La Union,2020-04,5.905909881513652E-5,2020-04-01T00:00:00
Laguna,2020-04,5.094038347668383E-5,2020-04-01T00:00:00
Lanao del Norte,2020-04,4.428590437533014E-5,2020-04-01T00:00:00
Lanao del Sur,2020-04,4.080641096741564E-5,2020-04-01T00:00:00
Leyte,2020-04,3.9800087916562145E-5,2020-04-01T00:00:00
Maguindanao,2020-04,4.607395116341153E-5,2020-04-01T00:00:00
Marinduque,2020-04,4.4994294230858675E-5,2020-04-01T00:00:00
Masbate,2020-04,4.372512637630758E-5,2020-04-01T00:00:00
Metropolitan Manila,2020-04,6.529860346104917E-5,2020-04-01T00:00:00
Misamis Occidental,2020-04,4.074249576505952E-5,2020-04-01T00:00:00
Misamis Oriental,2020-04,4.434581009076193E-5,2020-04-01T00:00:00
Mountain Province,2020-04,5.123603614465552E-5,2020-04-01T00:00:00
Negros Occidental,2020-04,4.504778273268088E-5,2020-04-01T00:00:00
Negros Oriental,2020-04,4.224875145171905E-5,2020-04-01T00:00:00
North Cotabato,2020-04,4.374266136248896E-5,2020-04-01T00:00:00
Northern Samar,2020-04,4.200662602608773E-5,2020-04-01T00:00:00
Nueva Ecija,2020-04,5.260776122582073E-5,2020-04-01T00:00:00
Nueva Vizcaya,2020-04,5.026151003199232E-5,2020-04-01T00:00:00
Occidental Mindoro,2020-04,4.806560207630964E-5,2020-04-01T00:00:00
Oriental Mindoro,2020-04,4.524321369716568E-5,2020-04-01T00:00:00
Pampanga,2020-04,5.6206957850966726E-5,2020-04-01T00:00:00
Pangasinan,2020-04,5.916178773534728E-5,2020-04-01T00:00:00
Quezon,2020-04,4.579440110226151E-5,2020-04-01T00:00:00
Quirino,2020-04,4.968974474503782E-5,2020-04-01T00:00:00
Rizal,2020-04,5.282486668961612E-5,2020-04-01T00:00:00
Romblon,2020-04,4.359247001712362E-5,2020-04-01T00:00:00
Sarangani,2020-04,3.9896544039197304E-5,2020-04-01T00:00:00
Siquijor,2020-04,4.0363098770944826E-5,2020-04-01T00:00:00
Sorsogon,2020-04,4.211947359744239E-5,2020-04-01T00:00:00
South Cotabato,2020-04,4.238844885602118E-5,2020-04-01T00:00:00
Southern Leyte,2020-04,3.87750677327772E-5,2020-04-01T00:00:00
Sultan Kudarat,2020-04,4.363959516985181E-5,2020-04-01T00:00:00
Sulu,2020-04,3.806222473957635E-5,2020-04-01T00:00:00
Surigao del Norte,2020-04,3.931663811291824E-5,2020-04-01T00:00:00
Surigao del Sur,2020-04,3.8525724993110476E-5,2020-04-01T00:00:00
Tarlac,2020-04,5.856067876429547E-5,2020-04-01T00:00:00
Tawi-Tawi,2020-04,3.695769091103908E-5,2020-04-01T00:00:00
Zambales,2020-04,5.5082489351343395E-5,2020-04-01T00:00:00
Zamboanga del Norte,2020-04,4.29486921345605E-5,2020-04-01T00:00:00
Zamboanga del Sur,2020-04,4.038695114984036E-5,2020-04-01T00:00:00
Zamboanga Sibugay,2020-04,3.97845772201188E-5,2020-04-01T00:00:00
Palawan,2020-04,4.1375374854258754E-5,2020-04-01T00:00:00
Samar,2020-04,4.1159611633542957E-5,2020-04-01T00:00:00
Davao del Norte,2020-05,4.004549715471876E-5,2020-05-01T00:00:00
Abra,2020-05,5.4492721697971186E-5,2020-05-01T00:00:00
Agusan del Norte,2020-05,4.037005149258332E-5,2020-05-01T00:00:00
Agusan del Sur,2020-05,3.9334653384784204E-5,2020-05-01T00:00:00
Aklan,2020-05,4.56658434363147E-5,2020-05-01T00:00:00
Albay,2020-05,4.617596704612446E-5,2020-05-01T00:00:00
Antique,2020-05,4.469852670019656E-5,2020-05-01T00:00:00
Apayao,2020-05,5.31895168786948E-5,2020-05-01T00:00:00
Aurora,2020-05,5.0277298968381606E-5,2020-05-01T00:00:00
Basilan,2020-05,3.7784274310843953E-5,2020-05-01T00:00:00
Bataan,2020-05,6.627380954578529E-5,2020-05-01T00:00:00
Batanes,2020-05,5.6919632811806484E-5,2020-05-01T00:00:00
Batangas,2020-05,5.9997432650477634E-5,2020-05-01T00:00:00
Benguet,2020-05,5.637252687030008E-5,2020-05-01T00:00:00
Biliran,2020-05,4.2438133749230755E-5,2020-05-01T00:00:00
Bohol,2020-05,4.074132978991243E-5,2020-05-01T00:00:00
Bukidnon,2020-05,4.272529677518058E-5,2020-05-01T00:00:00
Bulacan,2020-05,6.480243252410352E-5,2020-05-01T00:00:00
Cagayan,2020-05,5.5770057828828026E-5,2020-05-01T00:00:00
Camarines Norte,2020-05,4.813688948033323E-5,2020-05-01T00:00:00
Camarines Sur,2020-05,4.723705406441415E-5,2020-05-01T00:00:00
Camiguin,2020-05,4.267262411120818E-5,2020-05-01T00:00:00
Capiz,2020-05,4.667826544580962E-5,2020-05-01T00:00:00
Catanduanes,2020-05,4.5036220985804614E-5,2020-05-01T00:00:00
Cavite,2020-05,6.950829688352587E-5,2020-05-01T00:00:00
Cebu,2020-05,4.43883274955331E-5,2020-05-01T00:00:00
Compostela Valley,2020-05,3.831388832329799E-5,2020-05-01T00:00:00
Davao del Sur,2020-05,4.0175809719073734E-5,2020-05-01T00:00:00
Davao Oriental,2020-05,3.631346420247522E-5,2020-05-01T00:00:00
Dinagat Islands,2020-05,3.933479604064613E-5,2020-05-01T00:00:00
Eastern Samar,2020-05,4.096277516124246E-5,2020-05-01T00:00:00
Guimaras,2020-05,4.7872093645318474E-5,2020-05-01T00:00:00
Ifugao,2020-05,5.37135723223124E-5,2020-05-01T00:00:00
Ilocos Norte,2020-05,5.643475019676356E-5,2020-05-01T00:00:00
Ilocos Sur,2020-05,5.8165175202306245E-5,2020-05-01T00:00:00
Iloilo,2020-05,4.532410823089582E-5,2020-05-01T00:00:00
Isabela,2020-05,5.486329599331396E-5,2020-05-01T00:00:00
Kalinga,2020-05,5.4280505573648574E-5,2020-05-01T00:00:00
La Union,2020-05,6.299707102657299E-5,2020-05-01T00:00:00
Laguna,2020-05,5.936772178776942E-5,2020-05-01T00:00:00
Lanao del Norte,2020-05,4.380864005246116E-5,2020-05-01T00:00:00
Lanao del Sur,2020-05,4.0113735812469386E-5,2020-05-01T00:00:00
Leyte,2020-05,4.13544814111795E-5,2020-05-01T00:00:00
Maguindanao,2020-05,4.3957240105587E-5,2020-05-01T00:00:00
Marinduque,2020-05,4.865430087280562E-5,2020-05-01T00:00:00
Masbate,2020-05,4.503922264817714E-5,2020-05-01T00:00:00
Metropolitan Manila,2020-05,9.531808330616796E-5,2020-05-01T00:00:00
Misamis Occidental,2020-05,4.2419100217435446E-5,2020-05-01T00:00:00
Misamis Oriental,2020-05,4.462139725375308E-5,2020-05-01T00:00:00
Mountain Province,2020-05,5.3313892669024185E-5,2020-05-01T00:00:00
Negros Occidental,2020-05,4.725351994501187E-5,2020-05-01T00:00:00
Negros Oriental,2020-05,4.309572500687243E-5,2020-05-01T00:00:00
North Cotabato,2020-05,4.336700319515941E-5,2020-05-01T00:00:00
Northern Samar,2020-05,4.3973380383133365E-5,2020-05-01T00:00:00
Nueva Ecija,2020-05,6.029756829556258E-5,2020-05-01T00:00:00
Nueva Vizcaya,2020-05,5.433293731915383E-5,2020-05-01T00:00:00
Occidental Mindoro,2020-05,4.81744779654457E-5,2020-05-01T00:00:00
Oriental Mindoro,2020-05,4.7626801953863994E-5,2020-05-01T00:00:00
Pampanga,2020-05,6.452145365984117E-5,2020-05-01T00:00:00
Pangasinan,2020-05,6.256536802041024E-5,2020-05-01T00:00:00
Quezon,2020-05,5.020562744507614E-5,2020-05-01T00:00:00
Quirino,2020-05,5.3922937254399555E-5,2020-05-01T00:00:00
Rizal,2020-05,6.133343579105155E-5,2020-05-01T00:00:00
Romblon,2020-05,4.5280377687984485E-5,2020-05-01T00:00:00
Sarangani,2020-05,3.83027612586543E-5,2020-05-01T00:00:00
Siquijor,2020-05,4.34966009878383E-5,2020-05-01T00:00:00
Sorsogon,2020-05,4.421076178938868E-5,2020-05-01T00:00:00
South Cotabato,2020-05,4.218759546982736E-5,2020-05-01T00:00:00
Southern Leyte,2020-05,3.906797909132835E-5,2020-05-01T00:00:00
Sultan Kudarat,2020-05,4.237799493578773E-5,2020-05-01T00:00:00
Sulu,2020-05,3.800284851582467E-5,2020-05-01T00:00:00
Surigao del Norte,2020-05,4.0440809904411995E-5,2020-05-01T00:00:00
Surigao del Sur,2020-05,3.8899797825838856E-5,2020-05-01T00:00:00
Tarlac,2020-05,6.169436887702935E-5,2020-05-01T00:00:00
Tawi-Tawi,2020-05,3.626263411252752E-5,2020-05-01T00:00:00
Zambales,2020-05,5.829704197567034E-5,2020-05-01T00:00:00
Zamboanga del Norte,2020-05,4.233001538929234E-5,2020-05-01T00:00:00
Zamboanga del Sur,2020-05,3.938268676551521E-5,2020-05-01T00:00:00
Zamboanga Sibugay,2020-05,3.936372550662169E-5,2020-05-01T00:00:00
Palawan,2020-05,4.102980786522441E-5,2020-05-01T00:00:00
Samar,2020-05,4.1486700461685205E-5,2020-05-01T00:00:00
Davao del Norte,2020-06,4.2517409494446964E-5,2020-06-01T00:00:00
Abra,2020-06,5.2006027856570054E-5,2020-06-01T00:00:00
Agusan del Norte,2020-06,4.0968234536736215E-5,2020-06-01T00:00:00
Agusan del Sur,2020-06,4.1390108295997314E-5,2020-06-01T00:00:00
Aklan,2020-06,4.567685401779766E-5,2020-06-01T00:00:00
Albay,2020-06,4.547555948871398E-5,2020-06-01T00:00:00
Antique,2020-06,4.482289875046507E-5,2020-06-01T00:00:00
Apayao,2020-06,5.049003251816975E-5,2020-06-01T00:00:00
Aurora,2020-06,4.7891205285251335E-5,2020-06-01T00:00:00
Basilan,2020-06,3.759376054992725E-5,2020-06-01T00:00:00
Bataan,2020-06,6.649010882653366E-5,2020-06-01T00:00:00
Batanes,2020-06,5.34679319620829E-5,2020-06-01T00:00:00
Batangas,2020-06,5.7533628368159703E-5,2020-06-01T00:00:00
Benguet,2020-06,5.289888518127018E-5,2020-06-01T00:00:00
Biliran,2020-06,4.3761103342816966E-5,2020-06-01T00:00:00
Bohol,2020-06,4.0814954793848984E-5,2020-06-01T00:00:00
Bukidnon,2020-06,4.2654910577636955E-5,2020-06-01T00:00:00
Bulacan,2020-06,6.418046600962213E-5,2020-06-01T00:00:00
Cagayan,2020-06,5.274598466939544E-5,2020-06-01T00:00:00
Camarines Norte,2020-06,4.689663189090962E-5,2020-06-01T00:00:00
Camarines Sur,2020-06,4.587720443638569E-5,2020-06-01T00:00:00
Camiguin,2020-06,4.330050943227943E-5,2020-06-01T00:00:00
Capiz,2020-06,4.621638459281762E-5,2020-06-01T00:00:00
Catanduanes,2020-06,4.4346400585562956E-5,2020-06-01T00:00:00
Cavite,2020-06,6.686083787361825E-5,2020-06-01T00:00:00
Cebu,2020-06,4.5827084601831414E-5,2020-06-01T00:00:00
Compostela Valley,2020-06,4.02857236659184E-5,2020-06-01T00:00:00
Davao del Sur,2020-06,4.103386996795192E-5,2020-06-01T00:00:00
Davao Oriental,2020-06,3.867498587444921E-5,2020-06-01T00:00:00
Dinagat Islands,2020-06,3.9501422022737245E-5,2020-06-01T00:00:00
Eastern Samar,2020-06,4.214777671569207E-5,2020-06-01T00:00:00
Guimaras,2020-06,4.95107399427548E-5,2020-06-01T00:00:00
Ifugao,2020-06,5.0677719787340655E-5,2020-06-01T00:00:00
Ilocos Norte,2020-06,5.427466957612984E-5,2020-06-01T00:00:00
Ilocos Sur,2020-06,5.668023969280693E-5,2020-06-01T00:00:00
Iloilo,2020-06,4.673604164629813E-5,2020-06-01T00:00:00
Isabela,2020-06,5.1633980637669163E-5,2020-06-01T00:00:00
Kalinga,2020-06,5.1287595446576064E-5,2020-06-01T00:00:00
La Union,2020-06,6.253663773518661E-5,2020-06-01T00:00:00
Laguna,2020-06,5.9656149551131644E-5,2020-06-01T00:00:00
Lanao del Norte,2020-06,4.428618762101402E-5,2020-06-01T00:00:00
Lanao del Sur,2020-06,4.1368425761877964E-5,2020-06-01T00:00:00
Leyte,2020-06,4.1839798577157144E-5,2020-06-01T00:00:00
Maguindanao,2020-06,4.334440803848275E-5,2020-06-01T00:00:00
Marinduque,2020-06,4.718633365614208E-5,2020-06-01T00:00:00
Masbate,2020-06,4.417404396900875E-5,2020-06-01T00:00:00
Metropolitan Manila,2020-06,1.0399428736950382E-4,2020-06-01T00:00:00
Misamis Occidental,2020-06,4.129479089698185E-5,2020-06-01T00:00:00
Misamis Oriental,2020-06,4.5833735017322986E-5,2020-06-01T00:00:00
Mountain Province,2020-06,5.078789251747222E-5,2020-06-01T00:00:00
Negros Occidental,2020-06,4.707666988017726E-5,2020-06-01T00:00:00
Negros Oriental,2020-06,4.2412251357840744E-5,2020-06-01T00:00:00
North Cotabato,2020-06,4.269944139892273E-5,2020-06-01T00:00:00
Northern Samar,2020-06,4.406224454592186E-5,2020-06-01T00:00:00
Nueva Ecija,2020-06,5.392662560446309E-5,2020-06-01T00:00:00
Nueva Vizcaya,2020-06,5.1490281054687685E-5,2020-06-01T00:00:00
Occidental Mindoro,2020-06,4.689243503991641E-5,2020-06-01T00:00:00
Oriental Mindoro,2020-06,4.667324342928494E-5,2020-06-01T00:00:00
Pampanga,2020-06,6.388923815975559E-5,2020-06-01T00:00:00
Pangasinan,2020-06,5.891779732152358E-5,2020-06-01T00:00:00
Quezon,2020-06,4.918825219858623E-5,2020-06-01T00:00:00
Quirino,2020-06,5.010805391627554E-5,2020-06-01T00:00:00
Rizal,2020-06,5.844211151005633E-5,2020-06-01T00:00:00
Romblon,2020-06,4.421806165991964E-5,2020-06-01T00:00:00
Sarangani,2020-06,3.8196492893638906E-5,2020-06-01T00:00:00
Siquijor,2020-06,4.323128776439059E-5,2020-06-01T00:00:00
Sorsogon,2020-06,4.421156672217973E-5,2020-06-01T00:00:00
South Cotabato,2020-06,4.1149685775166155E-5,2020-06-01T00:00:00
Southern Leyte,2020-06,3.959740259604126E-5,2020-06-01T00:00:00
Sultan Kudarat,2020-06,4.229390828586172E-5,2020-06-01T00:00:00
Sulu,2020-06,3.771189242511661E-5,2020-06-01T00:00:00
Surigao del Norte,2020-06,4.110077408846508E-5,2020-06-01T00:00:00
Surigao del Sur,2020-06,4.0761145656394225E-5,2020-06-01T00:00:00
Tarlac,2020-06,5.7840538039353395E-5,2020-06-01T00:00:00
Tawi-Tawi,2020-06,3.698295024099871E-5,2020-06-01T00:00:00
Zambales,2020-06,5.608989391698848E-5,2020-06-01T00:00:00
Zamboanga del Norte,2020-06,4.109587782604127E-5,2020-06-01T00:00:00
Zamboanga del Sur,2020-06,3.936381104531874E-5,2020-06-01T00:00:00
Zamboanga Sibugay,2020-06,3.920295878685073E-5,2020-06-01T00:00:00
Palawan,2020-06,4.0854028696537035E-5,2020-06-01T00:00:00
Samar,2020-06,4.160780189591228E-5,2020-06-01T00:00:00
Davao del Norte,2020-07,4.122787077990744E-5,2020-07-01T00:00:00
Abra,2020-07,5.0907048709674666E-5,2020-07-01T00:00:00
Agusan del Norte,2020-07,4.0587516433153473E-5,2020-07-01T00:00:00
Agusan del Sur,2020-07,4.0038355781523856E-5,2020-07-01T00:00:00
Aklan,2020-07,4.490090946508477E-5,2020-07-01T00:00:00
Albay,2020-07,4.523193825842086E-5,2020-07-01T00:00:00
Antique,2020-07,4.216355890448264E-5,2020-07-01T00:00:00
Apayao,2020-07,4.896298802985442E-5,2020-07-01T00:00:00
Aurora,2020-07,4.69460350197937E-5,2020-07-01T00:00:00
Basilan,2020-07,3.74211113438755E-5,2020-07-01T00:00:00
Bataan,2020-07,6.457068562659577E-5,2020-07-01T00:00:00
Batanes,2020-07,4.978238236622433E-5,2020-07-01T00:00:00
Batangas,2020-07,5.886290297400255E-5,2020-07-01T00:00:00
Benguet,2020-07,5.109407059059696E-5,2020-07-01T00:00:00
Biliran,2020-07,4.289829325317081E-5,2020-07-01T00:00:00
Bohol,2020-07,3.8923054048876384E-5,2020-07-01T00:00:00
Bukidnon,2020-07,4.0722573359443996E-5,2020-07-01T00:00:00
Bulacan,2020-07,6.329364726258089E-5,2020-07-01T00:00:00
Cagayan,2020-07,4.99240845198622E-5,2020-07-01T00:00:00
Camarines Norte,2020-07,4.447088317332938E-5,2020-07-01T00:00:00
Camarines Sur,2020-07,4.304494695306546E-5,2020-07-01T00:00:00
Camiguin,2020-07,4.288499709807746E-5,2020-07-01T00:00:00
Capiz,2020-07,4.4734319792164316E-5,2020-07-01T00:00:00
Catanduanes,2020-07,4.4450194268423264E-5,2020-07-01T00:00:00
Cavite,2020-07,6.989767767718424E-5,2020-07-01T00:00:00
Cebu,2020-07,4.4639160873895325E-5,2020-07-01T00:00:00
Compostela Valley,2020-07,3.9631265710675177E-5,2020-07-01T00:00:00
Davao del Sur,2020-07,4.0553948645414416E-5,2020-07-01T00:00:00
Davao Oriental,2020-07,3.8036174756043844E-5,2020-07-01T00:00:00
Dinagat Islands,2020-07,4.033829017095547E-5,2020-07-01T00:00:00
Eastern Samar,2020-07,4.037004085779451E-5,2020-07-01T00:00:00
Guimaras,2020-07,4.682388299159835E-5,2020-07-01T00:00:00
Ifugao,2020-07,4.901793059350002E-5,2020-07-01T00:00:00
Ilocos Norte,2020-07,5.1734840152413646E-5,2020-07-01T00:00:00
Ilocos Sur,2020-07,5.548149436633316E-5,2020-07-01T00:00:00
Iloilo,2020-07,4.354052248645113E-5,2020-07-01T00:00:00
Isabela,2020-07,4.9402192223857815E-5,2020-07-01T00:00:00
Kalinga,2020-07,4.8974567940261906E-5,2020-07-01T00:00:00
La Union,2020-07,5.9613032885445804E-5,2020-07-01T00:00:00
Laguna,2020-07,6.029683451824046E-5,2020-07-01T00:00:00
Lanao del Norte,2020-07,4.2503003418515135E-5,2020-07-01T00:00:00
Lanao del Sur,2020-07,3.8748868066708774E-5,2020-07-01T00:00:00
Leyte,2020-07,4.0470360473633606E-5,2020-07-01T00:00:00
Maguindanao,2020-07,4.255158404180015E-5,2020-07-01T00:00:00
Marinduque,2020-07,4.5488717801159334E-5,2020-07-01T00:00:00
Masbate,2020-07,4.424923185492784E-5,2020-07-01T00:00:00
Metropolitan Manila,2020-07,9.997402015432853E-5,2020-07-01T00:00:00
Misamis Occidental,2020-07,4.125310066693552E-5,2020-07-01T00:00:00
Misamis Oriental,2020-07,4.402014474277914E-5,2020-07-01T00:00:00
Mountain Province,2020-07,4.902129334822047E-5,2020-07-01T00:00:00
Negros Occidental,2020-07,4.430634602122241E-5,2020-07-01T00:00:00
Negros Oriental,2020-07,4.1721884785800326E-5,2020-07-01T00:00:00
North Cotabato,2020-07,4.247400387931444E-5,2020-07-01T00:00:00
Northern Samar,2020-07,4.426857321497519E-5,2020-07-01T00:00:00
Nueva Ecija,2020-07,5.376615440416822E-5,2020-07-01T00:00:00
Nueva Vizcaya,2020-07,5.029849044250488E-5,2020-07-01T00:00:00
Occidental Mindoro,2020-07,4.622028225802443E-5,2020-07-01T00:00:00
Oriental Mindoro,2020-07,4.593803654599243E-5,2020-07-01T00:00:00
Pampanga,2020-07,6.272304123046237E-5,2020-07-01T00:00:00
Pangasinan,2020-07,5.69916178725175E-5,2020-07-01T00:00:00
Quezon,2020-07,4.7739454858165095E-5,2020-07-01T00:00:00
Quirino,2020-07,4.976528987940585E-5,2020-07-01T00:00:00
Rizal,2020-07,5.825787685835585E-5,2020-07-01T00:00:00
Romblon,2020-07,4.38677819107099E-5,2020-07-01T00:00:00
Sarangani,2020-07,3.8600098448495236E-5,2020-07-01T00:00:00
Siquijor,2020-07,4.172381831389392E-5,2020-07-01T00:00:00
Sorsogon,2020-07,4.477057479498741E-5,2020-07-01T00:00:00
South Cotabato,2020-07,4.1803965420133416E-5,2020-07-01T00:00:00
Southern Leyte,2020-07,3.904022924103459E-5,2020-07-01T00:00:00
Sultan Kudarat,2020-07,4.227483884439383E-5,2020-07-01T00:00:00
Sulu,2020-07,3.7818604121091066E-5,2020-07-01T00:00:00
Surigao del Norte,2020-07,4.09617451990284E-5,2020-07-01T00:00:00
Surigao del Sur,2020-07,3.950309740785493E-5,2020-07-01T00:00:00
Tarlac,2020-07,5.8258382125758035E-5,2020-07-01T00:00:00
Tawi-Tawi,2020-07,3.7152758638096495E-5,2020-07-01T00:00:00
Zambales,2020-07,5.4533068607770894E-5,2020-07-01T00:00:00
Zamboanga del Norte,2020-07,3.9676890560283454E-5,2020-07-01T00:00:00
Zamboanga del Sur,2020-07,3.860258014555453E-5,2020-07-01T00:00:00
Zamboanga Sibugay,2020-07,3.7340846294603384E-5,2020-07-01T00:00:00
Palawan,2020-07,4.1597540373602305E-5,2020-07-01T00:00:00
Samar,2020-07,4.15069623556605E-5,2020-07-01T00:00:00
Davao del Norte,2020-08,4.25240130238509E-5,2020-08-01T00:00:00
Abra,2020-08,4.9605766228821864E-5,2020-08-01T00:00:00
Agusan del Norte,2020-08,4.20608720107294E-5,2020-08-01T00:00:00
Agusan del Sur,2020-08,4.131320323371922E-5,2020-08-01T00:00:00
Aklan,2020-08,4.5209934662859574E-5,2020-08-01T00:00:00
Albay,2020-08,4.6119909235873776E-5,2020-08-01T00:00:00
Antique,2020-08,4.3354652857945675E-5,2020-08-01T00:00:00
Apayao,2020-08,4.819525670328775E-5,2020-08-01T00:00:00
Aurora,2020-08,4.631348448322905E-5,2020-08-01T00:00:00
Basilan,2020-08,3.759555475055484E-5,2020-08-01T00:00:00
Bataan,2020-08,5.90991124186037E-5,2020-08-01T00:00:00
Batanes,2020-08,5.054644904876271E-5,2020-08-01T00:00:00
Batangas,2020-08,5.567269809441173E-5,2020-08-01T00:00:00
Benguet,2020-08,5.08963606634955E-5,2020-08-01T00:00:00
Biliran,2020-08,4.391342912464567E-5,2020-08-01T00:00:00
Bohol,2020-08,4.17560309228986E-5,2020-08-01T00:00:00
Bukidnon,2020-08,4.163723827935646E-5,2020-08-01T00:00:00
Bulacan,2020-08,5.9899353154753234E-5,2020-08-01T00:00:00
Cagayan,2020-08,4.874196922351283E-5,2020-08-01T00:00:00
Camarines Norte,2020-08,4.6124334435967595E-5,2020-08-01T00:00:00
Camarines Sur,2020-08,4.565926565027366E-5,2020-08-01T00:00:00
Camiguin,2020-08,4.200477087088317E-5,2020-08-01T00:00:00
Capiz,2020-08,4.5585558136989423E-5,2020-08-01T00:00:00
Catanduanes,2020-08,4.2358795185046265E-5,2020-08-01T00:00:00
Cavite,2020-08,6.158872913744174E-5,2020-08-01T00:00:00
Cebu,2020-08,4.6074362454097585E-5,2020-08-01T00:00:00
Compostela Valley,2020-08,4.089313566183166E-5,2020-08-01T00:00:00
Davao del Sur,2020-08,4.1436050863750916E-5,2020-08-01T00:00:00
Davao Oriental,2020-08,3.886461801684889E-5,2020-08-01T00:00:00
Dinagat Islands,2020-08,4.2107028871498835E-5,2020-08-01T00:00:00
Eastern Samar,2020-08,4.0326656154406294E-5,2020-08-01T00:00:00
Guimaras,2020-08,4.5669964190111174E-5,2020-08-01T00:00:00
Ifugao,2020-08,4.9131032043118485E-5,2020-08-01T00:00:00
Ilocos Norte,2020-08,4.967976087680456E-5,2020-08-01T00:00:00
Ilocos Sur,2020-08,5.2869276951590294E-5,2020-08-01T00:00:00
Iloilo,2020-08,4.3910159008480114E-5,2020-08-01T00:00:00
Isabela,2020-08,4.897494781714118E-5,2020-08-01T00:00:00
Kalinga,2020-08,4.814063683728939E-5,2020-08-01T00:00:00
La Union,2020-08,5.523512513684994E-5,2020-08-01T00:00:00
Laguna,2020-08,6.154330679674463E-5,2020-08-01T00:00:00
Lanao del Norte,2020-08,4.329753653864229E-5,2020-08-01T00:00:00
Lanao del Sur,2020-08,4.068138810572519E-5,2020-08-01T00:00:00
Leyte,2020-08,4.2739908805080546E-5,2020-08-01T00:00:00
Maguindanao,2020-08,4.2221984137211504E-5,2020-08-01T00:00:00
Marinduque,2020-08,4.709244225942813E-5,2020-08-01T00:00:00
Masbate,2020-08,4.421747541237734E-5,2020-08-01T00:00:00
Metropolitan Manila,2020-08,8.520745171661523E-5,2020-08-01T00:00:00
Misamis Occidental,2020-08,4.065616298113105E-5,2020-08-01T00:00:00
Misamis Oriental,2020-08,4.5278402892577606E-5,2020-08-01T00:00:00
Mountain Province,2020-08,4.943042532063121E-5,2020-08-01T00:00:00
Negros Occidental,2020-08,4.518234138887751E-5,2020-08-01T00:00:00
Negros Oriental,2020-08,4.106249581742908E-5,2020-08-01T00:00:00
North Cotabato,2020-08,4.254293932639357E-5,2020-08-01T00:00:00
Northern Samar,2020-08,4.252748273393199E-5,2020-08-01T00:00:00
Nueva Ecija,2020-08,5.135813482634908E-5,2020-08-01T00:00:00
Nueva Vizcaya,2020-08,4.980755148553936E-5,2020-08-01T00:00:00
Occidental Mindoro,2020-08,4.424549123251278E-5,2020-08-01T00:00:00
Oriental Mindoro,2020-08,4.55484999456995E-5,2020-08-01T00:00:00
Pampanga,2020-08,5.762978167837084E-5,2020-08-01T00:00:00
Pangasinan,2020-08,5.3269503887270194E-5,2020-08-01T00:00:00
Quezon,2020-08,5.0520762700194875E-5,2020-08-01T00:00:00
Quirino,2020-08,4.869784049392302E-5,2020-08-01T00:00:00
Rizal,2020-08,6.279216614467292E-5,2020-08-01T00:00:00
Romblon,2020-08,4.3572368471221595E-5,2020-08-01T00:00:00
Sarangani,2020-08,3.931966373385231E-5,2020-08-01T00:00:00
Siquijor,2020-08,4.142599597368859E-5,2020-08-01T00:00:00
Sorsogon,2020-08,4.468566953587997E-5,2020-08-01T00:00:00
South Cotabato,2020-08,4.099745851785049E-5,2020-08-01T00:00:00
Southern Leyte,2020-08,4.181854146486739E-5,2020-08-01T00:00:00
Sultan Kudarat,2020-08,4.2319054190794266E-5,2020-08-01T00:00:00
Sulu,2020-08,3.792705729670859E-5,2020-08-01T00:00:00
Surigao del Norte,2020-08,4.2525612769185555E-5,2020-08-01T00:00:00
Surigao del Sur,2020-08,4.020123132645696E-5,2020-08-01T00:00:00
Tarlac,2020-08,5.405830035024368E-5,2020-08-01T00:00:00
Tawi-Tawi,2020-08,3.79044494789572E-5,2020-08-01T00:00:00
Zambales,2020-08,5.151714482148359E-5,2020-08-01T00:00:00
Zamboanga del Norte,2020-08,3.9812134398430886E-5,2020-08-01T00:00:00
Zamboanga del Sur,2020-08,3.8510866433736486E-5,2020-08-01T00:00:00
Zamboanga Sibugay,2020-08,3.8427935657987974E-5,2020-08-01T00:00:00
Palawan,2020-08,4.0079520268412025E-5,2020-08-01T00:00:00
Samar,2020-08,4.1950621612928086E-5,2020-08-01T00:00:00
Davao del Norte,2020-09,4.231437982576674E-5,2020-09-01T00:00:00
Abra,2020-09,4.7862873715357276E-5,2020-09-01T00:00:00
Agusan del Norte,2020-09,4.0761814428610514E-5,2020-09-01T00:00:00
Agusan del Sur,2020-09,4.0798470361902955E-5,2020-09-01T00:00:00
Aklan,2020-09,4.3610302304294035E-5,2020-09-01T00:00:00
Albay,2020-09,4.361300260206775E-5,2020-09-01T00:00:00
Antique,2020-09,4.230793307943583E-5,2020-09-01T00:00:00
Apayao,2020-09,4.706213880677129E-5,2020-09-01T00:00:00
