region,month,NO2_umol_m2
City of Iligan,2021-01-01,38.17286708632654
City of Iligan,2021-02-01,38.38605600322505
City of Iligan,2021-03-01,42.11776935765066
City of Iligan,2021-04-01,45.51207999874464
City of Iligan,2021-05-01,47.635612205784355
City of Iligan,2021-06-01,47.25768258835221
City of Iligan,2021-07-01,48.45033876027074
City of Iligan,2021-08-01,48.776401144638406
City of Iligan,2021-09-01,47.88297740542782
City of Iligan,2021-10-01,46.2127686758508
City of Iligan,2021-11-01,45.60668666929248
City of Iligan,2021-12-01,44.72001861914418
City of Iligan,2022-01-01,46.474216145794614
City of Iligan,2022-02-01,45.14217914345882
City of Iligan,2022-03-01,43.4274548885428
City of Iligan,2022-04-01,44.75292178028677
City of Iligan,2022-05-01,48.33042776909805
City of Iligan,2022-06-01,46.171719949033616
City of Iligan,2022-07-01,45.9663002408173
City of Iligan,2022-08-01,47.391151306221836
City of Iligan,2022-09-01,45.85314955030743
City of Iligan,2022-10-01,48.38850841991571
City of Iligan,2022-11-01,47.12766755713926
City of Iligan,2022-12-01,43.13246899752719
City of Iligan,2023-01-01,40.20596457603144
City of Iligan,2023-02-01,41.43423909814123
City of Iligan,2023-03-01,43.40035848305489
City of Iligan,2023-04-01,47.501715546989054
City of Iligan,2023-05-01,52.693912872693176
City of Iligan,2023-06-01,51.064418541411165
City of Iligan,2023-07-01,48.501208519542054
City of Iligan,2023-08-01,47.22241628023505
City of Iligan,2023-09-01,47.16355714473793
City of Iligan,2023-10-01,45.4498532600724
City of Iligan,2023-11-01,45.37956755416777
City of Iligan,2023-12-01,41.44584848877869
City of Iligan,2024-01-01,38.033690138402164
City of Iligan,2024-02-01,42.583735634119286
City of Iligan,2024-03-01,47.00225422493671
City of Iligan,2024-04-01,50.760091663754324
City of Iligan,2024-05-01,53.52168040651303
City of Iligan,2024-06-01,51.151026419709005
City of Iligan,2024-07-01,44.86257562735031
City of Iligan,2024-08-01,43.99615532022053
City of Iligan,2024-09-01,43.45386646206515
City of Iligan,2024-10-01,45.4045203252352
City of Iligan,2024-11-01,46.21917545806633
City of Iligan,2024-12-01,40.077446248771345
City of Iligan,2025-01-01,39.10971127177372
City of Iligan,2025-02-01,39.284438223991025
City of Iligan,2025-03-01,40.26747942601272
City of Iligan,2025-04-01,44.3325218657588
City of Iligan,2025-05-01,46.065916782445115
City of Iloilo,2018-06-01,51.28067728364819
City of Iloilo,2018-07-01,46.82541473381213
City of Iloilo,2018-08-01,51.87825292011948
City of Iloilo,2018-09-01,50.46495014055744
City of Iloilo,2018-10-01,52.60609873695825
City of Iloilo,2018-11-01,49.14927330215299
City of Iloilo,2018-12-01,46.80019616373037
City of Iloilo,2019-01-01,39.57960573109984
City of Iloilo,2019-02-01,46.63361824554474
City of Iloilo,2019-03-01,48.117416031273436
City of Iloilo,2019-04-01,53.03873834600032
City of Iloilo,2019-05-01,64.98010426315227
City of Iloilo,2019-06-01,58.03900202582327
City of Iloilo,2019-07-01,52.59960083358972
City of Iloilo,2019-08-01,46.19502215782203
City of Iloilo,2019-09-01,46.338910027023175
City of Iloilo,2019-10-01,52.28206772172564
City of Iloilo,2019-11-01,39.839180566963364
City of Iloilo,2019-12-01,41.17207461568627
City of Iloilo,2020-01-01,37.99837808960655
City of Iloilo,2020-02-01,36.09874011392238
City of Iloilo,2020-03-01,42.7335394390262
City of Iloilo,2020-04-01,46.16386167696834
City of Iloilo,2020-05-01,54.27545967015395
City of Iloilo,2020-06-01,52.48924908479823
City of Iloilo,2020-07-01,51.95066083022406
City of Iloilo,2020-08-01,49.163447833906595
City of Iloilo,2020-09-01,50.44228207221998
City of Iloilo,2020-10-01,51.808717880018236
City of Iloilo,2020-11-01,47.539655365932575
City of Iloilo,2020-12-01,46.690326111923895
City of Iloilo,2021-01-01,40.62051871760528
City of Iloilo,2021-02-01,43.50583228789502
City of Iloilo,2021-03-01,45.967047373680295
City of Iloilo,2021-04-01,53.786826994117746
City of Iloilo,2021-05-01,56.64093817274457
City of Iloilo,2021-06-01,53.14768807370109
City of Iloilo,2021-07-01,50.00065229687233
City of Iloilo,2021-08-01,48.60935664172029
City of Iloilo,2021-09-01,51.59457525789351
City of Iloilo,2021-10-01,48.094753925521005
City of Iloilo,2021-11-01,45.7737018793809
City of Iloilo,2021-12-01,45.59452582987703
City of Iloilo,2022-01-01,47.73767924527417
City of Iloilo,2022-02-01,43.380712254901276
City of Iloilo,2022-03-01,46.97087779717158
City of Iloilo,2022-04-01,44.654105664103135
City of Iloilo,2022-05-01,54.961672936339525
City of Iloilo,2022-06-01,58.40343998076992
City of Iloilo,2022-07-01,49.29626815349389
City of Iloilo,2022-08-01,52.76931492603844
City of Iloilo,2022-09-01,49.763887973828
City of Iloilo,2022-10-01,49.27978778079153
City of Iloilo,2022-11-01,49.40019455051656
City of Iloilo,2022-12-01,49.60679273895621
City of Iloilo,2023-01-01,44.821727963518
City of Iloilo,2023-02-01,39.64092822917642
City of Iloilo,2023-03-01,46.74626428484327
City of Iloilo,2023-04-01,55.3104863187055
City of Iloilo,2023-05-01,62.378721206116424
City of Iloilo,2023-06-01,52.53474439360223
City of Iloilo,2023-07-01,50.829045974176005
City of Iloilo,2023-08-01,45.65054545701013
City of Iloilo,2023-09-01,50.063854370010766
City of Iloilo,2023-10-01,49.48071599205605
City of Iloilo,2023-11-01,44.67894904731702
City of Iloilo,2023-12-01,42.05547950294999
City of Iloilo,2024-01-01,36.60321911869052
City of Iloilo,2024-02-01,41.44232853473051
City of Iloilo,2024-03-01,46.7990877950205
City of Iloilo,2024-04-01,56.02478430042913
City of Iloilo,2024-05-01,58.0990509156629
City of Iloilo,2024-06-01,52.08542991475391
City of Iloilo,2024-07-01,50.2307058686255
City of Iloilo,2024-08-01,45.02695316460822
City of Iloilo,2024-09-01,47.933508806261194
City of Iloilo,2024-10-01,48.03878166173857
City of Iloilo,2024-11-01,52.86304029194831
City of Iloilo,2024-12-01,40.40674471168072
City of Iloilo,2025-01-01,40.52206391349388
City of Iloilo,2025-02-01,39.56341124025893
City of Iloilo,2025-03-01,39.98369065309542
City of Iloilo,2025-04-01,47.76956717804836
City of Iloilo,2025-05-01,56.34765323894832
City of Isabela,2018-06-01,29.109980274125615
City of Isabela,2018-07-01,44.53836374842221
City of Isabela,2018-08-01,44.92866521402196
City of Isabela,2018-09-01,42.678230599976814
City of Isabela,2018-10-01,43.04051907820429
City of Isabela,2018-11-01,44.270677860438
City of Isabela,2018-12-01,41.94471208693474
City of Isabela,2019-01-01,38.45199048989868
City of Isabela,2019-02-01,42.064099359614794
City of Isabela,2019-03-01,41.38895495182883
City of Isabela,2019-04-01,40.864464314567385
City of Isabela,2019-05-01,42.107709456691644
City of Isabela,2019-06-01,39.46836462607701
City of Isabela,2019-07-01,40.12306501365566
City of Isabela,2019-08-01,37.9133238279172
City of Isabela,2019-09-01,37.301384072644055
City of Isabela,2019-10-01,36.77481497148176
City of Isabela,2019-11-01,36.50635028743893
City of Isabela,2019-12-01,36.631284972259344
City of Isabela,2020-01-01,34.34762161962896
City of Isabela,2020-02-01,34.61351690850666
City of Isabela,2020-03-01,36.27628970389258
City of Isabela,2020-04-01,41.95353966375621
City of Isabela,2020-05-01,40.362642087496475
City of Isabela,2020-06-01,38.74533235473545
City of Isabela,2020-07-01,38.8820304549893
City of Isabela,2020-08-01,38.119300472374356
City of Isabela,2020-09-01,40.87068167737615
City of Isabela,2020-10-01,39.65145508913516
City of Isabela,2020-11-01,42.766535095963484
City of Isabela,2020-12-01,36.982782411728614
City of Isabela,2021-01-01,34.69098173638011
City of Isabela,2021-02-01,34.547089272167035
City of Isabela,2021-03-01,35.527613103979576
City of Isabela,2021-04-01,42.76839366917919
City of Isabela,2021-05-01,41.590646702938564
City of Isabela,2021-06-01,42.01426843891674
City of Isabela,2021-07-01,43.13379084242636
City of Isabela,2021-08-01,42.51795883646866
City of Isabela,2021-09-01,43.30967555399946
City of Isabela,2021-10-01,44.78506848899354
City of Isabela,2021-11-01,42.631776124179076
City of Isabela,2021-12-01,42.73561371181415
City of Isabela,2022-01-01,43.1535954039128
City of Isabela,2022-02-01,42.35019097328286
City of Isabela,2022-03-01,39.84399752397897
City of Isabela,2022-04-01,44.17095549566709
City of Isabela,2022-05-01,43.41966498790044
City of Isabela,2022-06-01,41.904017344738094
City of Isabela,2022-07-01,41.07490660673542
City of Isabela,2022-08-01,41.017877129865795
City of Isabela,2022-09-01,42.36112831373171
City of Isabela,2022-10-01,43.65937316803347
City of Isabela,2022-11-01,44.152783046601485
City of Isabela,2022-12-01,39.69149527067427
City of Isabela,2023-01-01,36.5683492559939
City of Isabela,2023-02-01,35.2078090989525
City of Isabela,2023-03-01,40.094866719000265
City of Isabela,2023-04-01,45.17857471742577
City of Isabela,2023-05-01,43.836853281122806
City of Isabela,2023-06-01,44.444490859731054
City of Isabela,2023-07-01,44.662426953065115
City of Isabela,2023-08-01,38.9385734718955
City of Isabela,2023-09-01,39.79486475580987
City of Isabela,2023-10-01,41.468215251810996
City of Isabela,2023-11-01,42.87373850992925
City of Isabela,2023-12-01,38.78281992481607
City of Isabela,2024-01-01,37.9440007854158
City of Isabela,2024-02-01,39.03889298991675
City of Isabela,2024-03-01,42.67481377945095
City of Isabela,2024-04-01,45.39709787487817
City of Isabela,2024-05-01,42.519429709903434
City of Isabela,2024-06-01,41.74868706257322
City of Isabela,2024-07-01,38.67662466083059
City of Isabela,2024-08-01,36.43053854738224
City of Isabela,2024-09-01,38.375291002341505
City of Isabela,2024-10-01,39.25571176245911
City of Isabela,2024-11-01,40.59717218508341
City of Isabela,2024-12-01,35.12653906385776
City of Isabela,2025-01-01,35.87849987139647
City of Isabela,2025-02-01,34.626289997879816
City of Isabela,2025-03-01,33.055105776729725
City of Isabela,2025-04-01,36.82765460575782
City of Isabela,2025-05-01,40.144023457010334
City of Lapu-Lapu,2018-06-01,60.52317945139602
City of Lapu-Lapu,2018-07-01,54.77452855763212
City of Lapu-Lapu,2018-08-01,55.51716243960105
City of Lapu-Lapu,2018-09-01,51.144234661659524
City of Lapu-Lapu,2018-10-01,53.32191974835848
City of Lapu-Lapu,2018-11-01,47.37698219287187
City of Lapu-Lapu,2018-12-01,47.29256048043941
City of Lapu-Lapu,2019-01-01,41.62535404706675
City of Lapu-Lapu,2019-02-01,43.5634264433843
City of Lapu-Lapu,2019-03-01,44.77323508265255
City of Lapu-Lapu,2019-04-01,44.66305839340473
City of Lapu-Lapu,2019-05-01,64.88862583481335
City of Lapu-Lapu,2019-06-01,60.136341235967535
City of Lapu-Lapu,2019-07-01,51.68230392583189
City of Lapu-Lapu,2019-08-01,53.10368607508007
City of Lapu-Lapu,2019-09-01,45.950280552020025
City of Lapu-Lapu,2019-10-01,49.737000847945446
City of Lapu-Lapu,2019-11-01,46.46688037169792
City of Lapu-Lapu,2019-12-01,41.79433878317549
City of Lapu-Lapu,2020-01-01,38.631436530668616
City of Lapu-Lapu,2020-02-01,36.54423235523467
City of Lapu-Lapu,2020-03-01,40.76591792395928
City of Lapu-Lapu,2020-04-01,41.706203922294286
City of Lapu-Lapu,2020-05-01,46.41474659925159
City of Lapu-Lapu,2020-06-01,47.69044544151536
City of Lapu-Lapu,2020-07-01,45.83383553524847
City of Lapu-Lapu,2020-08-01,47.737054563702735
City of Lapu-Lapu,2020-09-01,49.43746044493505
City of Lapu-Lapu,2020-10-01,53.413763082857315
City of Lapu-Lapu,2020-11-01,49.080088222249614
City of Lapu-Lapu,2020-12-01,43.76512223056438
City of Lapu-Lapu,2021-01-01,41.085493444332286
City of Lapu-Lapu,2021-02-01,43.11979308100691
City of Lapu-Lapu,2021-03-01,46.14282761959975
City of Lapu-Lapu,2021-04-01,52.64660922291564
City of Lapu-Lapu,2021-05-01,52.13511963026769
City of Lapu-Lapu,2021-06-01,58.08681720347458
City of Lapu-Lapu,2021-07-01,51.29436933723079
City of Lapu-Lapu,2021-08-01,50.636808852788896
City of Lapu-Lapu,2021-09-01,51.106002623967726
City of Lapu-Lapu,2021-10-01,46.70189146916246
City of Lapu-Lapu,2021-11-01,47.80049932469168
City of Lapu-Lapu,2021-12-01,47.10677938263584
City of Lapu-Lapu,2022-01-01,49.25278069991875
City of Lapu-Lapu,2022-02-01,44.26647036806729
City of Lapu-Lapu,2022-03-01,42.306667366068204
City of Lapu-Lapu,2022-04-01,46.84409446478298
City of Lapu-Lapu,2022-05-01,50.47009028564835
City of Lapu-Lapu,2022-06-01,52.301502918788884
City of Lapu-Lapu,2022-07-01,49.6726240636889
City of Lapu-Lapu,2022-08-01,49.52430733157522
City of Lapu-Lapu,2022-09-01,54.35194136578957
City of Lapu-Lapu,2022-10-01,52.9330944436915
City of Lapu-Lapu,2022-11-01,46.96365127710755
City of Lapu-Lapu,2022-12-01,46.041335272458014
City of Lapu-Lapu,2023-01-01,41.627099831448646
City of Lapu-Lapu,2023-02-01,41.597510032580445
City of Lapu-Lapu,2023-03-01,46.07801573162945
City of Lapu-Lapu,2023-04-01,53.30231853766805
City of Lapu-Lapu,2023-05-01,65.10626110590893
City of Lapu-Lapu,2023-06-01,55.34114939860165
City of Lapu-Lapu,2023-07-01,54.59189166309781
City of Lapu-Lapu,2023-08-01,52.82274930096302
City of Lapu-Lapu,2023-09-01,53.82272701294249
City of Lapu-Lapu,2023-10-01,53.61704964060649
City of Lapu-Lapu,2023-11-01,44.741310738496736
City of Lapu-Lapu,2023-12-01,40.76527060522266
City of Lapu-Lapu,2024-01-01,38.714375170637325
City of Lapu-Lapu,2024-02-01,39.923267565581725
City of Lapu-Lapu,2024-03-01,42.44415971452986
City of Lapu-Lapu,2024-04-01,48.678412128382575
City of Lapu-Lapu,2024-05-01,54.19075010145594
City of Lapu-Lapu,2024-06-01,49.82884132985682
City of Lapu-Lapu,2024-07-01,45.51751656262227
City of Lapu-Lapu,2024-08-01,45.02086807178775
City of Lapu-Lapu,2024-09-01,47.88793845517517
City of Lapu-Lapu,2024-10-01,47.761271037746745
City of Lapu-Lapu,2024-11-01,48.769936543362405
City of Lapu-Lapu,2024-12-01,39.27857232967893
City of Lapu-Lapu,2025-01-01,40.216319742802135
City of Lapu-Lapu,2025-02-01,39.492392024478825
City of Lapu-Lapu,2025-03-01,40.29385849380784
City of Lapu-Lapu,2025-04-01,45.96594669867242
City of Lapu-Lapu,2025-05-01,51.44060272698153
City of Lucena,2018-06-01,49.178517262588066
City of Lucena,2018-07-01,62.33058640373615
City of Lucena,2018-08-01,51.02287891985156
City of Lucena,2018-09-01,51.42845405483151
City of Lucena,2018-10-01,57.4094854235924
City of Lucena,2018-11-01,50.40501013246806
City of Lucena,2018-12-01,55.34849284867733
City of Lucena,2019-01-01,42.304792551175254
City of Lucena,2019-02-01,50.06643472484954
City of Lucena,2019-03-01,57.74820760434169
City of Lucena,2019-04-01,54.96291013837253
City of Lucena,2019-05-01,70.47409199023592
City of Lucena,2019-06-01,63.917299203791224
City of Lucena,2019-07-01,62.97401716414787
City of Lucena,2019-08-01,55.24965671752476
City of Lucena,2019-09-01,52.82632164794763
City of Lucena,2019-10-01,50.558127733241015
City of Lucena,2019-11-01,45.90604561134809
City of Lucena,2019-12-01,40.40572957744955
City of Lucena,2020-01-01,43.47607932223389
City of Lucena,2020-02-01,39.67521699860736
City of Lucena,2020-03-01,46.72374400666571
City of Lucena,2020-04-01,50.49721855288546
City of Lucena,2020-05-01,54.20848869846685
City of Lucena,2020-06-01,53.77835646616215
City of Lucena,2020-07-01,52.566415039684344
City of Lucena,2020-08-01,53.40756839666465
City of Lucena,2020-09-01,52.764461533968124
City of Lucena,2020-10-01,56.65686936395472
City of Lucena,2020-11-01,48.77389299968528
City of Lucena,2020-12-01,50.45746602749471
City of Lucena,2021-01-01,43.82604121644059
City of Lucena,2021-02-01,49.85440378785275
City of Lucena,2021-03-01,52.722932018825794
City of Lucena,2021-04-01,62.13074830500552
City of Lucena,2021-05-01,63.468126894900294
City of Lucena,2021-06-01,64.04299857723198
City of Lucena,2021-07-01,56.561991479396156
City of Lucena,2021-08-01,60.22597856828896
City of Lucena,2021-09-01,52.398326636636156
City of Lucena,2021-10-01,52.6617440735887
City of Lucena,2021-11-01,46.81431015143949
City of Lucena,2021-12-01,47.0344483847767
City of Lucena,2022-01-01,50.880117732406525
City of Lucena,2022-02-01,45.28676865837324
City of Lucena,2022-03-01,50.004397732198385
City of Lucena,2022-04-01,50.823139836394105
City of Lucena,2022-05-01,52.828986662937474
City of Lucena,2022-06-01,52.70835711015114
City of Lucena,2022-07-01,49.52699742132964
City of Lucena,2022-08-01,51.40755799568978
City of Lucena,2022-09-01,54.086133706593714
City of Lucena,2022-10-01,54.97668415767895
City of Lucena,2022-11-01,51.85787257666786
City of Lucena,2022-12-01,52.230371665227445
City of Lucena,2023-01-01,47.28751482944386
City of Lucena,2023-02-01,45.72560416015757
City of Lucena,2023-03-01,54.66686060216964
City of Lucena,2023-04-01,67.31567304926911
City of Lucena,2023-05-01,67.15020712834094
City of Lucena,2023-06-01,65.65321092771042
City of Lucena,2023-07-01,57.7067320203316
City of Lucena,2023-08-01,57.20925585549354
City of Lucena,2023-09-01,56.050139395388015
City of Lucena,2023-10-01,48.60329087548308
City of Lucena,2023-11-01,44.74739816261706
City of Lucena,2023-12-01,39.18549587500163
City of Lucena,2024-01-01,38.80087749120096
City of Lucena,2024-02-01,46.24270989245132
City of Lucena,2024-03-01,49.17352919094915
City of Lucena,2024-04-01,58.133172695580484
City of Lucena,2024-05-01,59.44335357214606
City of Lucena,2024-06-01,60.015533961538
City of Lucena,2024-07-01,52.38846876267496
City of Lucena,2024-08-01,57.114587574507055
City of Lucena,2024-09-01,51.76565612021581
City of Lucena,2024-10-01,52.19906425421998
City of Lucena,2024-11-01,50.85597474726707
City of Lucena,2024-12-01,42.289036974991426
City of Lucena,2025-01-01,46.89029372970152
City of Lucena,2025-02-01,46.33453983746474
City of Lucena,2025-03-01,49.348251256732404
City of Lucena,2025-04-01,60.32305163742024
City of Lucena,2025-05-01,61.545526090386595
City of Makati,2018-06-01,82.56102819080753
City of Makati,2018-07-01,90.39278491152164
City of Makati,2018-08-01,86.29458357038622
City of Makati,2018-09-01,113.88146869747747
City of Makati,2018-10-01,136.2250257765306
City of Makati,2018-11-01,104.28295307593409
City of Makati,2018-12-01,89.114430714897
City of Makati,2019-01-01,81.58541646490458
City of Makati,2019-02-01,96.12927557911976
City of Makati,2019-03-01,115.55793347818269
City of Makati,2019-04-01,100.75118111238748
City of Makati,2019-05-01,151.2613894897743
City of Makati,2019-06-01,115.3750437025506
City of Makati,2019-07-01,122.35724643064198
City of Makati,2019-08-01,73.75744134496689
City of Makati,2019-09-01,99.00595642216554
City of Makati,2019-10-01,104.47826079807203
City of Makati,2019-11-01,108.8662391574641
City of Makati,2019-12-01,101.31476839885303
City of Makati,2020-01-01,111.9387474533101
City of Makati,2020-02-01,76.18040527397933
City of Makati,2020-03-01,95.04072346135808
City of Makati,2020-04-01,62.88813697688617
City of Makati,2020-05-01,101.844922060804
City of Makati,2020-06-01,108.63783949445596
City of Makati,2020-07-01,109.04877913236629
City of Makati,2020-08-01,88.77508906182092
City of Makati,2020-09-01,113.98973369715449
City of Makati,2020-10-01,89.78996821408325
City of Makati,2020-11-01,96.35945539505383
City of Makati,2020-12-01,115.6275536695085
City of Makati,2021-01-01,109.77606213105271
City of Makati,2021-02-01,100.53234513698058
City of Makati,2021-03-01,91.82014575960976
City of Makati,2021-04-01,112.51862430418177
City of Makati,2021-05-01,97.02103335964982
City of Makati,2021-06-01,123.95337428943184
City of Makati,2021-07-01,89.03590235028823
City of Makati,2021-08-01,95.38082806086207
City of Makati,2021-09-01,107.1094705121276
City of Makati,2021-10-01,96.0243640113645
City of Makati,2021-11-01,104.22010256201808
City of Makati,2021-12-01,88.82178597175506
City of Makati,2022-01-01,98.3391251223715
City of Makati,2022-02-01,93.22769877999798
City of Makati,2022-03-01,106.96811919923788
City of Makati,2022-04-01,85.57746684553686
City of Makati,2022-05-01,95.02978419759116
City of Makati,2022-06-01,134.1988626114396
City of Makati,2022-07-01,106.85190077002768
City of Makati,2022-08-01,95.794163785941
City of Makati,2022-09-01,100.88398969087044
City of Makati,2022-10-01,118.89192714161214
City of Makati,2022-11-01,103.30521718847086
City of Makati,2022-12-01,110.82862928712346
City of Makati,2023-01-01,106.31169656862416
City of Makati,2023-02-01,106.50592322454533
City of Makati,2023-03-01,101.85002369209234
City of Makati,2023-04-01,122.93851056022844
City of Makati,2023-05-01,144.25274001396474
City of Makati,2023-06-01,118.52763388727146
City of Makati,2023-07-01,98.2791095298311
City of Makati,2023-08-01,86.7041818377207
City of Makati,2023-09-01,116.56625584345612
City of Makati,2023-10-01,114.27091448383416
City of Makati,2023-11-01,87.0173432471656
City of Makati,2023-12-01,84.90941263879405
City of Makati,2024-01-01,93.00677346388476
City of Makati,2024-02-01,92.11348832537496
City of Makati,2024-03-01,83.94837973482457
City of Makati,2024-04-01,88.68474670938691
City of Makati,2024-05-01,103.77785926304543
City of Makati,2024-06-01,113.61761252401654
City of Makati,2024-07-01,92.2688113008994
City of Makati,2024-08-01,115.49275731824883
City of Makati,2024-09-01,89.15378769056242
City of Makati,2024-10-01,120.69336747553173
City of Makati,2024-11-01,106.56476064839252
City of Makati,2024-12-01,96.52644198457804
City of Makati,2025-01-01,103.03799523257031
City of Makati,2025-02-01,89.8873618998222
City of Makati,2025-03-01,84.16512336401755
City of Makati,2025-04-01,108.05755335436685
City of Makati,2025-05-01,97.73230280249983
City of Malabon,2018-06-01,75.66400119438246
City of Malabon,2018-07-01,88.01861137998861
City of Malabon,2018-08-01,73.1278625649083
City of Malabon,2018-09-01,91.3755643460607
City of Malabon,2018-10-01,118.86974755890196
City of Malabon,2018-11-01,99.60290988769572
City of Malabon,2018-12-01,88.27821514938123
City of Malabon,2019-01-01,80.18128540776573
City of Malabon,2019-02-01,126.59819097110436
City of Malabon,2019-03-01,134.9956441881727
City of Malabon,2019-04-01,136.31954712285895
City of Malabon,2019-05-01,140.18329072031136
City of Malabon,2019-06-01,137.97935614245478
City of Malabon,2019-07-01,109.0595718172866
City of Malabon,2019-08-01,69.55849524118698
City of Malabon,2019-09-01,88.17266206308258
City of Malabon,2019-10-01,98.41490301221016
City of Malabon,2019-11-01,98.80295564003981
City of Malabon,2019-12-01,89.40932654658982
City of Malabon,2020-01-01,109.62161406250159
City of Malabon,2020-02-01,79.13649744764597
City of Malabon,2020-03-01,96.19320794186562
City of Malabon,2020-04-01,74.77982574429171
City of Malabon,2020-05-01,102.07248167810421
City of Malabon,2020-06-01,124.57561730534373
City of Malabon,2020-07-01,109.82505105642356
City of Malabon,2020-08-01,84.39255919789602
City of Malabon,2020-09-01,96.93255324472361
City of Malabon,2020-10-01,91.56496703497768
City of Malabon,2020-11-01,102.36220682604147
City of Malabon,2020-12-01,107.80127852824812
City of Malabon,2021-01-01,92.50362679733296
City of Malabon,2021-02-01,108.50153324373731
City of Malabon,2021-03-01,105.8569497280046
City of Malabon,2021-04-01,103.69804227831143
City of Malabon,2021-05-01,117.96879280454945
City of Malabon,2021-06-01,106.3286891436455
City of Malabon,2021-07-01,81.37576942907431
City of Malabon,2021-08-01,104.00238412120139
City of Malabon,2021-09-01,100.03904059472704
City of Malabon,2021-10-01,86.14225528117605
City of Malabon,2021-11-01,98.49706222600236
City of Malabon,2021-12-01,94.54612762929013
City of Malabon,2022-01-01,99.95961855801852
City of Malabon,2022-02-01,108.24588813959625
City of Malabon,2022-03-01,128.2238034776782
City of Malabon,2022-04-01,95.67153479757053
City of Malabon,2022-05-01,119.83935131802339
City of Malabon,2022-06-01,139.86312843304125
City of Malabon,2022-07-01,112.10733820997729
City of Malabon,2022-08-01,97.05313397749407
City of Malabon,2022-09-01,92.11581931461332
City of Malabon,2022-10-01,103.0535067048799
City of Malabon,2022-11-01,116.98959660189064
City of Malabon,2022-12-01,88.7787240028132
City of Malabon,2023-01-01,88.06666955242254
City of Malabon,2023-02-01,93.79370104963307
City of Malabon,2023-03-01,142.37123419715348
City of Malabon,2023-04-01,140.9650645187608
City of Malabon,2023-05-01,154.3791435852398
City of Malabon,2023-06-01,125.2989826807306
City of Malabon,2023-07-01,120.02506039324608
City of Malabon,2023-08-01,80.35028992995365
City of Malabon,2023-09-01,116.7959356737724
City of Malabon,2023-10-01,100.3626924538155
City of Malabon,2023-11-01,81.76065879134396
City of Malabon,2023-12-01,81.54836879058888
City of Malabon,2024-01-01,83.33565174294264
City of Malabon,2024-02-01,99.96225171715194
City of Malabon,2024-03-01,98.42634195639037
City of Malabon,2024-04-01,138.34830992459314
City of Malabon,2024-05-01,137.28994109512772
City of Malabon,2024-06-01,122.15351649313232
City of Malabon,2024-07-01,87.86965288467589
City of Malabon,2024-08-01,96.95526709429173
City of Malabon,2024-09-01,81.29641945479295
City of Malabon,2024-10-01,102.32626452362523
City of Malabon,2024-11-01,104.0971387540558
City of Malabon,2024-12-01,90.85838327092536
City of Malabon,2025-01-01,98.78019931274224
City of Malabon,2025-02-01,99.9579056185995
City of Malabon,2025-03-01,97.96294737745863
City of Malabon,2025-04-01,136.78611730017641
City of Malabon,2025-05-01,130.46447762725694
City of Mandaluyong,2018-06-01,85.87932548450226
City of Mandaluyong,2018-07-01,92.85203736720577
City of Mandaluyong,2018-08-01,88.52111838940452
City of Mandaluyong,2018-09-01,123.54655151664215
City of Mandaluyong,2018-10-01,147.9818153402248
City of Mandaluyong,2018-11-01,104.95726077404574
City of Mandaluyong,2018-12-01,91.66070765643292
City of Mandaluyong,2019-01-01,78.55707342164398
City of Mandaluyong,2019-02-01,101.28279731177851
City of Mandaluyong,2019-03-01,129.047272795992
City of Mandaluyong,2019-04-01,114.1100842696784
City of Mandaluyong,2019-05-01,163.9292113435423
City of Mandaluyong,2019-06-01,127.25358001967422
City of Mandaluyong,2019-07-01,130.96587248815385
City of Mandaluyong,2019-08-01,76.18551976134687
City of Mandaluyong,2019-09-01,104.55327948401704
City of Mandaluyong,2019-10-01,112.29633526687726
City of Mandaluyong,2019-11-01,110.52097127613924
City of Mandaluyong,2019-12-01,104.28331460917732
City of Mandaluyong,2020-01-01,117.51715590582846
City of Mandaluyong,2020-02-01,75.2611177514403
City of Mandaluyong,2020-03-01,108.37763433289112
City of Mandaluyong,2020-04-01,67.7660263034182
City of Mandaluyong,2020-05-01,104.31450061913013
City of Mandaluyong,2020-06-01,109.90365711408738
City of Mandaluyong,2020-07-01,112.04186390757913
City of Mandaluyong,2020-08-01,94.50212430776658
City of Mandaluyong,2020-09-01,119.61415619667386
City of Mandaluyong,2020-10-01,93.88775996704858
City of Mandaluyong,2020-11-01,96.0920380323257
City of Mandaluyong,2020-12-01,119.40670752838518
City of Mandaluyong,2021-01-01,107.30880199814044
City of Mandaluyong,2021-02-01,106.62217761724493
City of Mandaluyong,2021-03-01,98.3843699235508
City of Mandaluyong,2021-04-01,121.36413260814868
City of Mandaluyong,2021-05-01,103.64186391536212
City of Mandaluyong,2021-06-01,136.35980468240504
City of Mandaluyong,2021-07-01,94.09887813359977
City of Mandaluyong,2021-08-01,95.0227006266122
City of Mandaluyong,2021-09-01,111.5682518394422
City of Mandaluyong,2021-10-01,88.59674885616195
City of Mandaluyong,2021-11-01,106.83277279222351
City of Mandaluyong,2021-12-01,88.72097082162621
City of Mandaluyong,2022-01-01,103.82795062957887
City of Mandaluyong,2022-02-01,92.76053157553112
City of Mandaluyong,2022-03-01,114.13179994949567
City of Mandaluyong,2022-04-01,93.56505407211007
City of Mandaluyong,2022-05-01,99.69107024777576
City of Mandaluyong,2022-06-01,144.2514149081739
City of Mandaluyong,2022-07-01,112.53004140578967
City of Mandaluyong,2022-08-01,101.08395420388088
City of Mandaluyong,2022-09-01,104.66547013146898
