region,quarter,NO2_umol_m2
Nueva Vizcaya,2025-04-01,59.064921519487235
Occidental Mindoro,2018-04-01,46.764221056515034
Occidental Mindoro,2018-07-01,45.291872587320164
Occidental Mindoro,2018-10-01,47.76094874542571
Occidental Mindoro,2019-01-01,46.59531317991588
Occidental Mindoro,2019-04-01,52.346072554234475
Occidental Mindoro,2019-07-01,45.14812420541116
Occidental Mindoro,2019-10-01,39.31123826052757
Occidental Mindoro,2020-01-01,39.756736871205334
Occidental Mindoro,2020-04-01,47.710838360557254
Occidental Mindoro,2020-07-01,45.82538921198539
Occidental Mindoro,2020-10-01,44.600551625477515
Occidental Mindoro,2021-01-01,44.0279646778696
Occidental Mindoro,2021-04-01,53.23424028002946
Occidental Mindoro,2021-07-01,48.03694693238725
Occidental Mindoro,2021-10-01,45.04263582782672
Occidental Mindoro,2022-01-01,44.70580826713766
Occidental Mindoro,2022-04-01,46.621058876117026
Occidental Mindoro,2022-07-01,45.32992190282763
Occidental Mindoro,2022-10-01,47.96971029393496
Occidental Mindoro,2023-01-01,47.70798075501073
Occidental Mindoro,2023-04-01,56.883154666191764
Occidental Mindoro,2023-07-01,47.91231492684788
Occidental Mindoro,2023-10-01,42.05852505288173
Occidental Mindoro,2024-01-01,44.720978366040555
Occidental Mindoro,2024-04-01,51.86539253355205
Occidental Mindoro,2024-07-01,44.76222177294349
Occidental Mindoro,2024-10-01,44.58268645743518
Occidental Mindoro,2025-01-01,42.370748205231536
Occidental Mindoro,2025-04-01,52.91419148057632
Oriental Mindoro,2018-04-01,46.77025780753077
Oriental Mindoro,2018-07-01,46.24044769755536
Oriental Mindoro,2018-10-01,47.54898956946986
Oriental Mindoro,2019-01-01,44.226172814524126
Oriental Mindoro,2019-04-01,52.5268197368158
Oriental Mindoro,2019-07-01,46.74334943094402
Oriental Mindoro,2019-10-01,39.686914460588724
Oriental Mindoro,2020-01-01,37.72151973575688
Oriental Mindoro,2020-04-01,46.51441969343821
Oriental Mindoro,2020-07-01,46.13066616315701
Oriental Mindoro,2020-10-01,44.63177807849649
Oriental Mindoro,2021-01-01,42.451976262004166
Oriental Mindoro,2021-04-01,52.974140636743776
Oriental Mindoro,2021-07-01,48.51530411743744
Oriental Mindoro,2021-10-01,44.15563396813346
Oriental Mindoro,2022-01-01,42.51417087091642
Oriental Mindoro,2022-04-01,46.14357712068452
Oriental Mindoro,2022-07-01,45.691946410155104
Oriental Mindoro,2022-10-01,47.10967409789102
Oriental Mindoro,2023-01-01,44.891929964059194
Oriental Mindoro,2023-04-01,56.445109730366006
Oriental Mindoro,2023-07-01,49.602177902835884
Oriental Mindoro,2023-10-01,40.92652332744688
Oriental Mindoro,2024-01-01,40.772689815706315
Oriental Mindoro,2024-04-01,50.51320156714576
Oriental Mindoro,2024-07-01,45.081448598393756
Oriental Mindoro,2024-10-01,44.02739492313422
Oriental Mindoro,2025-01-01,39.99705544432819
Oriental Mindoro,2025-04-01,50.410411286371925
Ormoc City,2018-04-01,47.32185150453848
Ormoc City,2018-07-01,44.44636734536212
Ormoc City,2018-10-01,42.75645115790956
Ormoc City,2019-01-01,39.28452958197719
Ormoc City,2019-04-01,44.09674729373845
Ormoc City,2019-07-01,42.8211443475619
Ormoc City,2019-10-01,34.48594311316858
Ormoc City,2020-01-01,33.74238985654788
Ormoc City,2020-04-01,40.34670894416262
Ormoc City,2020-07-01,40.55997351393017
Ormoc City,2020-10-01,39.29961542931169
Ormoc City,2021-01-01,37.364107584781316
Ormoc City,2021-04-01,44.42249689887763
Ormoc City,2021-07-01,43.77874344245484
Ormoc City,2021-10-01,40.51097382360795
Ormoc City,2022-01-01,39.46595645624322
Ormoc City,2022-04-01,40.62439326936639
Ormoc City,2022-07-01,41.935136627805235
Ormoc City,2022-10-01,42.27532596166748
Ormoc City,2023-01-01,38.527222084103876
Ormoc City,2023-04-01,48.2602722641012
Ormoc City,2023-07-01,45.882190816880815
Ormoc City,2023-10-01,38.11652534226328
Ormoc City,2024-01-01,36.20452610725622
Ormoc City,2024-04-01,43.7366119367391
Ormoc City,2024-07-01,40.754011125458476
Ormoc City,2024-10-01,39.95208288817401
Ormoc City,2025-01-01,34.252257635005215
Ormoc City,2025-04-01,40.28923227371067
Palawan,2018-04-01,37.73412068721768
Palawan,2018-07-01,41.35346758056112
Palawan,2018-10-01,42.13524090377375
Palawan,2019-01-01,40.067711518442316
Palawan,2019-04-01,42.745431220014076
Palawan,2019-07-01,39.0897157829607
Palawan,2019-10-01,34.49335482801179
Palawan,2020-01-01,34.50364608151046
Palawan,2020-04-01,41.08640380534006
Palawan,2020-07-01,40.059858523341354
Palawan,2020-10-01,39.26753380017232
Palawan,2021-01-01,36.48507547484918
Palawan,2021-04-01,43.68299406386917
Palawan,2021-07-01,42.60026767771085
Palawan,2021-10-01,40.72623603755502
Palawan,2022-01-01,40.68577762346695
Palawan,2022-04-01,41.3205393712794
Palawan,2022-07-01,40.83551625601903
Palawan,2022-10-01,41.17034874470534
Palawan,2023-01-01,38.90548309516435
Palawan,2023-04-01,45.807820809919995
Palawan,2023-07-01,41.3631847274852
Palawan,2023-10-01,38.205528129949236
Palawan,2024-01-01,37.9065872089999
Palawan,2024-04-01,43.280826465059285
Palawan,2024-07-01,38.9902384582795
Palawan,2024-10-01,38.30220665451444
Palawan,2025-01-01,35.357598974098174
Palawan,2025-04-01,41.176847340432616
Pampanga,2018-04-01,51.33038017036853
Pampanga,2018-07-01,61.101232562815916
Pampanga,2018-10-01,58.95626398461726
Pampanga,2019-01-01,60.062890244710054
Pampanga,2019-04-01,73.87921534769428
Pampanga,2019-07-01,59.24239802684276
Pampanga,2019-10-01,52.33807331374203
Pampanga,2020-01-01,50.4672023816757
Pampanga,2020-04-01,61.53921655685449
Pampanga,2020-07-01,59.662430617890344
Pampanga,2020-10-01,56.89756934116668
Pampanga,2021-01-01,56.7626923863161
Pampanga,2021-04-01,75.79297270629932
Pampanga,2021-07-01,63.08106500559909
Pampanga,2021-10-01,55.709089303156
Pampanga,2022-01-01,55.37026423148731
Pampanga,2022-04-01,64.9743145844044
Pampanga,2022-07-01,62.03692355243388
Pampanga,2022-10-01,57.00576185078548
Pampanga,2023-01-01,60.154890037511926
Pampanga,2023-04-01,78.40941673096057
Pampanga,2023-07-01,61.79681776914975
Pampanga,2023-10-01,51.660067824749625
Pampanga,2024-01-01,54.76749012225152
Pampanga,2024-04-01,70.7175623476022
Pampanga,2024-07-01,57.80052037327297
Pampanga,2024-10-01,55.82235113262419
Pampanga,2025-01-01,53.47963866054661
Pampanga,2025-04-01,73.60412922699075
Pangasinan,2018-04-01,53.356210870765594
Pangasinan,2018-07-01,59.1701556694883
Pangasinan,2018-10-01,60.44115264865371
Pangasinan,2019-01-01,58.769288462263034
Pangasinan,2019-04-01,67.39076579908676
Pangasinan,2019-07-01,55.97037454905651
Pangasinan,2019-10-01,49.829816498973464
Pangasinan,2020-01-01,51.7156711706393
Pangasinan,2020-04-01,60.214984359093705
Pangasinan,2020-07-01,54.759910412627335
Pangasinan,2020-10-01,53.136491962492244
Pangasinan,2021-01-01,54.97574311269572
Pangasinan,2021-04-01,70.1870536600792
Pangasinan,2021-07-01,60.37108616896925
Pangasinan,2021-10-01,54.768939560215735
Pangasinan,2022-01-01,53.74081856359024
Pangasinan,2022-04-01,59.21462561525161
Pangasinan,2022-07-01,58.39802143313185
Pangasinan,2022-10-01,56.95321720612723
Pangasinan,2023-01-01,61.69579278123371
Pangasinan,2023-04-01,74.76053937267324
Pangasinan,2023-07-01,59.89798443304409
Pangasinan,2023-10-01,53.13126492287562
Pangasinan,2024-01-01,55.09473747484845
Pangasinan,2024-04-01,66.11475476704858
Pangasinan,2024-07-01,57.2082429791653
Pangasinan,2024-10-01,53.96121326256008
Pangasinan,2025-01-01,54.65907255927497
Pangasinan,2025-04-01,69.63584955408294
Pasay City,2018-04-01,71.4528076388518
Pasay City,2018-07-01,89.52726586969857
Pasay City,2018-10-01,115.20637816883551
Pasay City,2019-01-01,99.045366433132
Pasay City,2019-04-01,117.09386985453834
Pasay City,2019-07-01,92.09189660615432
Pasay City,2019-10-01,104.72486901315857
Pasay City,2020-01-01,95.26052562752632
Pasay City,2020-04-01,95.73450155553614
Pasay City,2020-07-01,102.18723760958396
Pasay City,2020-10-01,101.4705551842407
Pasay City,2021-01-01,102.88750578150344
Pasay City,2021-04-01,105.29139108658973
Pasay City,2021-07-01,96.17862441280757
Pasay City,2021-10-01,98.45251109468893
Pasay City,2022-01-01,104.5784634184003
Pasay City,2022-04-01,108.1728100722853
Pasay City,2022-07-01,100.19318957506108
Pasay City,2022-10-01,110.62860188824347
Pasay City,2023-01-01,107.79246093910484
Pasay City,2023-04-01,129.71117943030876
Pasay City,2023-07-01,98.24063751202713
Pasay City,2023-10-01,98.62349904333679
Pasay City,2024-01-01,93.77612408613038
Pasay City,2024-04-01,103.21419769085874
Pasay City,2024-07-01,97.10790183804193
Pasay City,2024-10-01,111.12747406912725
Pasay City,2025-01-01,96.10126106166324
Pasay City,2025-04-01,104.97776910123892
Pateros,2018-04-01,85.40396523304575
Pateros,2018-07-01,97.43429909562106
Pateros,2018-10-01,88.22483458085564
Pateros,2019-01-01,75.50367415729679
Pateros,2019-04-01,109.51348227272689
Pateros,2019-07-01,95.89442837464071
Pateros,2019-10-01,94.08020000483042
Pateros,2020-01-01,73.59987807356185
Pateros,2020-04-01,74.19393703578059
Pateros,2020-07-01,93.71131864293098
Pateros,2020-10-01,86.10338364584925
Pateros,2021-01-01,85.648112913297
Pateros,2021-04-01,106.40452311961597
Pateros,2021-07-01,88.41933808530973
Pateros,2021-10-01,88.52307942118416
Pateros,2022-01-01,84.90069754520768
Pateros,2022-04-01,86.86971172291722
Pateros,2022-07-01,95.21146919310497
Pateros,2022-10-01,94.2277052651179
Pateros,2023-01-01,87.5187925892319
Pateros,2023-04-01,113.71211308521187
Pateros,2023-07-01,97.71309567127702
Pateros,2023-10-01,80.09562378111563
Pateros,2024-01-01,75.11847583601013
Pateros,2024-04-01,86.84305288769359
Pateros,2024-07-01,92.8846206115798
Pateros,2024-10-01,91.67895327146488
Pateros,2025-01-01,77.82435175128154
Pateros,2025-04-01,87.57370688463104
Quezon,2018-04-01,47.70843555062593
Quezon,2018-07-01,53.79060211765745
Quezon,2018-10-01,49.14347507044797
Quezon,2019-01-01,44.427157561984735
Quezon,2019-04-01,57.89523006584405
Quezon,2019-07-01,53.388113111740154
Quezon,2019-10-01,40.32816073182417
Quezon,2020-01-01,37.759487857298694
Quezon,2020-04-01,48.39609358197463
Quezon,2020-07-01,49.00343135186912
Quezon,2020-10-01,46.20432028620109
Quezon,2021-01-01,43.48830344743186
Quezon,2021-04-01,56.87511633184773
Quezon,2021-07-01,52.186127396025284
Quezon,2021-10-01,43.6121087760014
Quezon,2022-01-01,41.766345091446
Quezon,2022-04-01,46.983022293632565
Quezon,2022-07-01,50.36199411475872
Quezon,2022-10-01,47.91781203655319
Quezon,2023-01-01,45.51930407769013
Quezon,2023-04-01,60.264497525243236
Quezon,2023-07-01,55.30941120268174
Quezon,2023-10-01,40.616276134289315
Quezon,2024-01-01,40.02718511098126
Quezon,2024-04-01,51.146026736136406
Quezon,2024-07-01,50.44787545802069
Quezon,2024-10-01,44.1914750332006
Quezon,2025-01-01,41.07585391464088
Quezon,2025-04-01,52.62077413360484
Quezon City,2018-04-01,80.23224890147077
Quezon City,2018-07-01,93.24094460472963
Quezon City,2018-10-01,89.8981058704919
Quezon City,2019-01-01,96.46008142526573
Quezon City,2019-04-01,128.52869243375582
Quezon City,2019-07-01,93.65146571091037
Quezon City,2019-10-01,87.62218502099934
Quezon City,2020-01-01,83.68425991121102
Quezon City,2020-04-01,91.30711633895449
Quezon City,2020-07-01,94.62538619893742
Quezon City,2020-10-01,88.72688560748601
Quezon City,2021-01-01,86.09042046871309
Quezon City,2021-04-01,113.11204561893159
Quezon City,2021-07-01,93.40298228257383
Quezon City,2021-10-01,79.8877902578675
Quezon City,2022-01-01,88.67387454465438
Quezon City,2022-04-01,99.35222607305712
Quezon City,2022-07-01,103.21902409946149
Quezon City,2022-10-01,94.81430638144133
Quezon City,2023-01-01,93.87412460582887
Quezon City,2023-04-01,136.26947664242402
Quezon City,2023-07-01,108.37894319045891
Quezon City,2023-10-01,81.62313662958282
Quezon City,2024-01-01,80.36951064165613
Quezon City,2024-04-01,116.28465769940959
Quezon City,2024-07-01,91.57066037618056
Quezon City,2024-10-01,95.5744542218538
Quezon City,2025-01-01,84.34554664854659
Quezon City,2025-04-01,114.05192025022626
Quirino,2018-04-01,55.652659076671675
Quirino,2018-07-01,55.114157344353224
Quirino,2018-10-01,48.16554947711794
Quirino,2019-01-01,45.75122313302291
Quirino,2019-04-01,58.24371426113289
Quirino,2019-07-01,50.30732562653464
Quirino,2019-10-01,39.55511532284842
Quirino,2020-01-01,38.90454730041112
Quirino,2020-04-01,51.240245305237636
Quirino,2020-07-01,48.29561148154081
Quirino,2020-10-01,44.33406411333078
Quirino,2021-01-01,43.711607915838584
Quirino,2021-04-01,59.86806886101002
Quirino,2021-07-01,52.61590001156734
Quirino,2021-10-01,43.226221948671245
Quirino,2022-01-01,40.580017585119535
Quirino,2022-04-01,47.70689115682896
Quirino,2022-07-01,50.15373952709792
Quirino,2022-10-01,46.28885065110136
Quirino,2023-01-01,47.9665329150283
Quirino,2023-04-01,62.01572492674142
Quirino,2023-07-01,55.87319247873976
Quirino,2023-10-01,41.6177032522832
Quirino,2024-01-01,41.26486717040604
Quirino,2024-04-01,52.33383406294962
Quirino,2024-07-01,49.16508670298287
Quirino,2024-10-01,43.58653338927177
Quirino,2025-01-01,42.657907881456815
Quirino,2025-04-01,56.671784134077825
Rizal,2018-04-01,70.90194314758436
Rizal,2018-07-01,76.0300291117829
Rizal,2018-10-01,55.99919936420867
Rizal,2019-01-01,50.80597945727595
Rizal,2019-04-01,74.77677665015715
Rizal,2019-07-01,71.21265681426785
Rizal,2019-10-01,51.40818122229208
Rizal,2020-01-01,45.71218223820645
Rizal,2020-04-01,57.53347133024133
Rizal,2020-07-01,61.109935221512465
Rizal,2020-10-01,55.368093508182106
Rizal,2021-01-01,51.908488360602185
Rizal,2021-04-01,72.50007670703715
Rizal,2021-07-01,64.12183865352455
Rizal,2021-10-01,52.48635093744992
Rizal,2022-01-01,49.25620412953598
Rizal,2022-04-01,57.68137056701269
Rizal,2022-07-01,73.9617636646273
Rizal,2022-10-01,61.526552445112124
Rizal,2023-01-01,56.2541119911011
Rizal,2023-04-01,81.58006991337464
Rizal,2023-07-01,77.97924913562962
Rizal,2023-10-01,50.7312194767101
Rizal,2024-01-01,48.511695142626245
Rizal,2024-04-01,64.7840375377426
Rizal,2024-07-01,71.92680507109837
Rizal,2024-10-01,59.01941727671801
Rizal,2025-01-01,50.93674595505606
Rizal,2025-04-01,65.0936466794762
Romblon,2018-04-01,45.664331704996485
Romblon,2018-07-01,45.24243297770337
Romblon,2018-10-01,44.644643332014226
Romblon,2019-01-01,41.73780371066132
Romblon,2019-04-01,49.34400973487388
Romblon,2019-07-01,44.990343141814726
Romblon,2019-10-01,37.764229834492795
Romblon,2020-01-01,35.830073191173184
Romblon,2020-04-01,44.36363645500925
Romblon,2020-07-01,43.45625860623185
Romblon,2020-10-01,42.43061591265057
Romblon,2021-01-01,38.894096767597
Romblon,2021-04-01,49.34555308501651
Romblon,2021-07-01,46.41460058563248
Romblon,2021-10-01,41.03528727392617
Romblon,2022-01-01,40.009282622261004
Romblon,2022-04-01,44.07784589401363
Romblon,2022-07-01,43.935887141597284
Romblon,2022-10-01,44.481679270890105
Romblon,2023-01-01,41.7728764299736
Romblon,2023-04-01,53.2961620843544
Romblon,2023-07-01,48.04372714169498
Romblon,2023-10-01,39.02798716204814
Romblon,2024-01-01,38.37439005395219
Romblon,2024-04-01,46.889235861344424
Romblon,2024-07-01,42.7209991035463
Romblon,2024-10-01,40.48879167450357
Romblon,2025-01-01,37.21461537039166
Romblon,2025-04-01,46.658887374145706
Samar,2018-04-01,48.44874356984004
Samar,2018-07-01,45.32148950732192
Samar,2018-10-01,42.73892008238091
Samar,2019-01-01,39.69243884222947
Samar,2019-04-01,45.86160018267407
Samar,2019-07-01,43.85429641930536
Samar,2019-10-01,35.089805712652556
Samar,2020-01-01,33.72588972770546
Samar,2020-04-01,41.41803799704682
Samar,2020-07-01,41.47081652274471
Samar,2020-10-01,39.47207433160039
Samar,2021-01-01,37.46239702606052
Samar,2021-04-01,46.28853633207272
Samar,2021-07-01,43.60565907501239
Samar,2021-10-01,38.96364114070508
Samar,2022-01-01,38.416443570975936
Samar,2022-04-01,40.569719837488265
Samar,2022-07-01,42.17725799911502
Samar,2022-10-01,42.42778913720259
Samar,2023-01-01,39.175237803032495
Samar,2023-04-01,48.57883544615822
Samar,2023-07-01,45.28087137533449
Samar,2023-10-01,37.02989271536478
Samar,2024-01-01,36.59601963122905
Samar,2024-04-01,43.355426210481106
Samar,2024-07-01,40.107967325648694
Samar,2024-10-01,38.97604475143071
Samar,2025-01-01,34.349468159576304
Samar,2025-04-01,42.0707428199357
Sarangani,2018-04-01,38.131052529470615
Sarangani,2018-07-01,42.15403266704737
Sarangani,2018-10-01,40.00068198918163
Sarangani,2019-01-01,37.1430085721074
Sarangani,2019-04-01,37.433669806114125
Sarangani,2019-07-01,36.33119620911021
Sarangani,2019-10-01,33.30724944433836
Sarangani,2020-01-01,32.80418250374626
Sarangani,2020-04-01,38.79859939716351
Sarangani,2020-07-01,38.78210387174763
Sarangani,2020-10-01,38.263873326169964
Sarangani,2021-01-01,32.63484911363745
Sarangani,2021-04-01,38.96503854661301
Sarangani,2021-07-01,41.515941757128076
Sarangani,2021-10-01,40.86976389569758
Sarangani,2022-01-01,38.8937535567251
Sarangani,2022-04-01,40.10886333293325
Sarangani,2022-07-01,40.0905543014685
Sarangani,2022-10-01,38.350820437489325
Sarangani,2023-01-01,33.336736010137365
Sarangani,2023-04-01,40.88805485035135
Sarangani,2023-07-01,39.25857098045475
Sarangani,2023-10-01,37.42220091352772
Sarangani,2024-01-01,36.18842715346602
Sarangani,2024-04-01,41.23013273581551
Sarangani,2024-07-01,36.388385954666454
Sarangani,2024-10-01,34.19919562453959
Sarangani,2025-01-01,29.796368888252953
Sarangani,2025-04-01,33.570645543301
Siquijor,2018-04-01,43.02701643961306
Siquijor,2018-07-01,44.296659217352584
Siquijor,2018-10-01,43.63391118604912
Siquijor,2019-01-01,39.00583603050725
Siquijor,2019-04-01,44.358974080642575
Siquijor,2019-07-01,40.60634584004122
Siquijor,2019-10-01,36.64845633443875
Siquijor,2020-01-01,34.153268183142764
Siquijor,2020-04-01,42.36366250772458
Siquijor,2020-07-01,41.831344609001086
Siquijor,2020-10-01,41.490219469403975
Siquijor,2021-01-01,37.58391076399548
Siquijor,2021-04-01,45.376053762309716
Siquijor,2021-07-01,45.9678751027252
Siquijor,2021-10-01,42.89199807774193
Siquijor,2022-01-01,40.53507357823286
Siquijor,2022-04-01,44.696963491809356
Siquijor,2022-07-01,44.159460441402395
Siquijor,2022-10-01,43.647446020102045
Siquijor,2023-01-01,39.20740515296296
Siquijor,2023-04-01,48.375279179589775
Siquijor,2023-07-01,45.713738944627714
Siquijor,2023-10-01,41.27214744023167
Siquijor,2024-01-01,36.75183948182191
Siquijor,2024-04-01,45.66025254578438
Siquijor,2024-07-01,39.210423136056924
Siquijor,2024-10-01,39.85800563009966
Siquijor,2025-01-01,35.463546869655495
Siquijor,2025-04-01,40.96578617374017
Sorsogon,2018-04-01,47.977293475226546
Sorsogon,2018-07-01,47.02062291291105
Sorsogon,2018-10-01,44.34832866630427
Sorsogon,2019-01-01,41.02941569025962
Sorsogon,2019-04-01,49.30414668142771
Sorsogon,2019-07-01,45.64001352318606
Sorsogon,2019-10-01,35.92831896696552
Sorsogon,2020-01-01,35.02929635246278
Sorsogon,2020-04-01,43.513934036336934
Sorsogon,2020-07-01,43.857018006759226
Sorsogon,2020-10-01,41.86195819264237
Sorsogon,2021-01-01,39.509803616799964
Sorsogon,2021-04-01,48.46187720469177
Sorsogon,2021-07-01,45.77172413890738
Sorsogon,2021-10-01,39.98560286677555
Sorsogon,2022-01-01,38.95948008687943
Sorsogon,2022-04-01,42.59220429252082
Sorsogon,2022-07-01,43.68230591107136
Sorsogon,2022-10-01,44.02699964767921
Sorsogon,2023-01-01,40.92832562761714
Sorsogon,2023-04-01,52.117206747059896
Sorsogon,2023-07-01,46.85194796376427
Sorsogon,2023-10-01,38.200544526996595
Sorsogon,2024-01-01,37.05573090739313
Sorsogon,2024-04-01,45.47638607682174
Sorsogon,2024-07-01,42.3009886533086
Sorsogon,2024-10-01,39.317834207421804
Sorsogon,2025-01-01,36.32217182649135
Sorsogon,2025-04-01,46.188429700212914
South Cotabato,2018-04-01,42.61924621280267
South Cotabato,2018-07-01,43.35976807573399
South Cotabato,2018-10-01,42.74335892206364
South Cotabato,2019-01-01,39.0582504225028
South Cotabato,2019-04-01,40.457822388861096
South Cotabato,2019-07-01,38.53699040695105
South Cotabato,2019-10-01,35.77289602842015
South Cotabato,2020-01-01,34.774997648723655
South Cotabato,2020-04-01,41.90857670033823
South Cotabato,2020-07-01,41.15431824613945
South Cotabato,2020-10-01,40.41976466649309
South Cotabato,2021-01-01,35.36653057129582
South Cotabato,2021-04-01,41.49139773119103
South Cotabato,2021-07-01,44.11600024741318
South Cotabato,2021-10-01,43.074182183833415
South Cotabato,2022-01-01,40.96076437611868
South Cotabato,2022-04-01,42.38470173720776
South Cotabato,2022-07-01,43.40825306414147
South Cotabato,2022-10-01,40.85284356133969
South Cotabato,2023-01-01,34.97969511382846
South Cotabato,2023-04-01,44.575058543776414
South Cotabato,2023-07-01,41.25388893906007
South Cotabato,2023-10-01,39.94531822246844
South Cotabato,2024-01-01,38.30001477188591
South Cotabato,2024-04-01,45.2597666521977
South Cotabato,2024-07-01,39.0173622967528
South Cotabato,2024-10-01,37.00497507127637
South Cotabato,2025-01-01,32.38338226474573
South Cotabato,2025-04-01,36.93839154643675
Southern Leyte,2018-04-01,47.617290894303586
Southern Leyte,2018-07-01,43.41458182632115
Southern Leyte,2018-10-01,41.50711106808681
Southern Leyte,2019-01-01,37.702070285109954
Southern Leyte,2019-04-01,42.95161553034526
Southern Leyte,2019-07-01,40.371689737428
Southern Leyte,2019-10-01,34.129085756165004
Southern Leyte,2020-01-01,32.22618846193922
Southern Leyte,2020-04-01,39.146816473382266
Southern Leyte,2020-07-01,40.09176444030536
Southern Leyte,2020-10-01,39.43590270774708
Southern Leyte,2021-01-01,35.24276368738552
Southern Leyte,2021-04-01,42.63498695770627
Southern Leyte,2021-07-01,42.730699025988294
Southern Leyte,2021-10-01,39.815692633679525
Southern Leyte,2022-01-01,37.45137893299729
Southern Leyte,2022-04-01,40.8137377317801
Southern Leyte,2022-07-01,41.12717743036708
Southern Leyte,2022-10-01,40.727656257203805
Southern Leyte,2023-01-01,36.56966440408627
Southern Leyte,2023-04-01,45.63234898824874
Southern Leyte,2023-07-01,43.33082837959474
Southern Leyte,2023-10-01,36.78969906561128
Southern Leyte,2024-01-01,35.018048955878726
Southern Leyte,2024-04-01,41.819548364038255
Southern Leyte,2024-07-01,38.018598970415155
Southern Leyte,2024-10-01,37.51244752095818
Southern Leyte,2025-01-01,32.85808312518862
Southern Leyte,2025-04-01,39.318739540739195
Sultan Kudarat,2018-04-01,40.41118866028016
Sultan Kudarat,2018-07-01,44.24329034417891
Sultan Kudarat,2018-10-01,43.14648639285846
Sultan Kudarat,2019-01-01,40.533170312445414
Sultan Kudarat,2019-04-01,41.52532870247713
Sultan Kudarat,2019-07-01,39.30686612687333
Sultan Kudarat,2019-10-01,36.282575671970584
Sultan Kudarat,2020-01-01,35.79609443011726
Sultan Kudarat,2020-04-01,42.77049946383375
Sultan Kudarat,2020-07-01,41.94837118743616
Sultan Kudarat,2020-10-01,40.39120864040989
Sultan Kudarat,2021-01-01,36.2455488977186
Sultan Kudarat,2021-04-01,42.820209342179346
Sultan Kudarat,2021-07-01,45.349361155189605
Sultan Kudarat,2021-10-01,43.37447325147917
Sultan Kudarat,2022-01-01,42.06588682606999
Sultan Kudarat,2022-04-01,43.27234760836731
Sultan Kudarat,2022-07-01,44.30174763234928
Sultan Kudarat,2022-10-01,41.852468521548644
Sultan Kudarat,2023-01-01,35.781949924315136
Sultan Kudarat,2023-04-01,45.13286235586033
Sultan Kudarat,2023-07-01,42.17091526323771
Sultan Kudarat,2023-10-01,40.731694560670086
Sultan Kudarat,2024-01-01,39.39763687668911
Sultan Kudarat,2024-04-01,46.55855150839192
Sultan Kudarat,2024-07-01,39.91983305777062
Sultan Kudarat,2024-10-01,37.34606368679919
Sultan Kudarat,2025-01-01,33.528461150646706
Sultan Kudarat,2025-04-01,38.24930408457247
Sulu,2018-04-01,42.309454614920426
Sulu,2018-07-01,41.157582719606125
Sulu,2018-10-01,41.21381147542616
Sulu,2019-01-01,37.863402098734234
Sulu,2019-04-01,37.68168072884029
Sulu,2019-07-01,36.50526287100406
Sulu,2019-10-01,34.44629761854515
Sulu,2020-01-01,33.955581616201975
Sulu,2020-04-01,37.92565522683921
Sulu,2020-07-01,38.018103183514214
Sulu,2020-10-01,37.33343803012034
Sulu,2021-01-01,33.936709862178084
Sulu,2021-04-01,38.46260562294552
Sulu,2021-07-01,41.933085243677375
Sulu,2021-10-01,42.88762019839262
Sulu,2022-01-01,39.28305715559626
Sulu,2022-04-01,40.80680467712558
Sulu,2022-07-01,40.36270058285757
Sulu,2022-10-01,39.6175242795078
Sulu,2023-01-01,34.76722383887394
Sulu,2023-04-01,41.70151684476466
Sulu,2023-07-01,39.96469477604079
Sulu,2023-10-01,37.90458542483602
Sulu,2024-01-01,37.45379272507834
Sulu,2024-04-01,39.50180902326834
Sulu,2024-07-01,36.130103425801245
Sulu,2024-10-01,35.83635398942766
Sulu,2025-01-01,32.205331675107914
Sulu,2025-04-01,34.68860337675014
Surigao del Norte,2018-04-01,48.91332200614705
Surigao del Norte,2018-07-01,44.632564166358115
Surigao del Norte,2018-10-01,41.417004198046364
Surigao del Norte,2019-01-01,38.12752447875522
Surigao del Norte,2019-04-01,43.175387619745585
Surigao del Norte,2019-07-01,40.441486477732745
Surigao del Norte,2019-10-01,35.09867998822609
Surigao del Norte,2020-01-01,32.88093558018735
Surigao del Norte,2020-04-01,40.2860740352651
Surigao del Norte,2020-07-01,41.90040255696832
Surigao del Norte,2020-10-01,39.6732584446811
Surigao del Norte,2021-01-01,35.35279220848734
Surigao del Norte,2021-04-01,43.65342543369301
Surigao del Norte,2021-07-01,44.6977664871575
Surigao del Norte,2021-10-01,40.476276100947665
Surigao del Norte,2022-01-01,39.19857850398198
Surigao del Norte,2022-04-01,41.83102450002244
Surigao del Norte,2022-07-01,43.32547822077175
Surigao del Norte,2022-10-01,41.34691398143129
Surigao del Norte,2023-01-01,36.94970597878953
Surigao del Norte,2023-04-01,47.040332239286755
Surigao del Norte,2023-07-01,44.33501509206286
Surigao del Norte,2023-10-01,37.88741240271961
Surigao del Norte,2024-01-01,35.75648188982638
Surigao del Norte,2024-04-01,43.18517440299838
Surigao del Norte,2024-07-01,40.27160146847688
Surigao del Norte,2024-10-01,39.0713578916548
Surigao del Norte,2025-01-01,33.49174680594884
Surigao del Norte,2025-04-01,38.57438175432948
Surigao del Sur,2018-04-01,46.33234166666323
Surigao del Sur,2018-07-01,44.16689348388818
Surigao del Sur,2018-10-01,40.59638547130849
Surigao del Sur,2019-01-01,36.78947094321595
Surigao del Sur,2019-04-01,40.263693588728714
Surigao del Sur,2019-07-01,39.3098037605397
Surigao del Sur,2019-10-01,33.75543554498327
Surigao del Sur,2020-01-01,31.92135702733427
Surigao del Sur,2020-04-01,39.39555615844785
